state,Year,Month,neg,neu,pos,compound,Happy,Angry,Surprise,Sad,Fear,Administered_Dose1_Pop_Pct,Series_Complete_Pop_Pct,Additional_Doses_Vax_Pct,Dose1_diff,Dose2_diff
AK,2022,2,0.07819999999999998,0.8188000000000001,0.10279999999999996,0.1302,0.162,0.0,0.07200000000000001,0.2,0.166,68.23571428571428,60.2,40.525,1.8066820276497566,2.8580645161290406
AK,2022,3,0.06955,0.8218,0.10875,0.01932,0.185,0.0915,0.028500000000000008,0.13499999999999998,0.2095,68.93870967741937,61.40000000000001,41.79032258064514,0.7029953917050875,1.20000000000001
AK,2022,4,0.10852631578947364,0.789421052631579,0.10205263157894737,0.05641052631578945,0.2026315789473684,0.032105263157894734,0.16,0.1431578947368421,0.25105263157894736,69.54666666666668,62.00333333333335,42.82333333333332,0.6079569892473131,0.6033333333333388
AK,2022,5,0.023642857142857143,0.8432142857142858,0.13307142857142856,0.2992214285714285,0.17500000000000002,0.0,0.10785714285714286,0.06214285714285715,0.22642857142857145,69.89032258064518,62.5225806451613,43.67096774193549,0.3436559139784947,0.5192473118279466
AK,2022,6,0.025909090909090902,0.916818181818182,0.05722727272727271,0.09041818181818184,0.06318181818181817,0.06818181818181818,0.17045454545454544,0.1272727272727273,0.2072727272727273,70.17777777777776,62.79999999999998,44.3888888888889,0.28745519713258716,0.27741935483868474
AK,2022,7,0.025874999999999995,0.8431249999999999,0.13112499999999996,0.31178125,0.13375,0.046875,0.15625,0.2225,0.315,70.95,62.875,46.27500000000001,0.7722222222222399,0.07500000000001705
AK,2022,8,0.0891,0.8833,0.02749999999999999,-0.07665,0.125,0.125,0.025,0.1,0.125,71.34,63.21999999999999,46.88,0.39000000000000057,0.34499999999999176
AK,2022,9,0.046999999999999965,0.91225,0.04075,0.0343,0.02125,0.02125,0.14625,0.06625,0.37125,71.65,63.5,47.24999999999999,0.3100000000000023,0.28000000000000824
AK,2022,10,0.027000000000000003,0.973,0.0,-0.1806,0.0,0.0,0.23,0.145,0.63,71.95,64.4,47.75,0.29999999999999716,0.9000000000000057
AK,2022,11,0.12533333333333332,0.7223333333333333,0.15233333333333335,-0.2421333333333333,0.06666666666666668,0.10666666666666667,0.12666666666666668,0.2833333333333333,0.08333333333333333,72.35,64.69999999999999,48.375,0.3999999999999915,0.29999999999998295
AL,2021,1,0.07017806041335457,0.8127774244833069,0.11704451510333864,0.09901224165341807,0.11449920508744038,0.030779014308426063,0.1475993640699523,0.15079491255961847,0.25077901430842603,0.0,0.0,0.0,-72.35,-64.69999999999999
AL,2021,2,0.05887571701720845,0.8501663479923516,0.09094455066921606,0.0904984703632887,0.10973231357552578,0.029827915869980882,0.1353728489483748,0.15133843212237094,0.238642447418738,6.546428571428572,0.0,0.0,6.546428571428572,0.0
AL,2021,3,0.059273453093812364,0.8498163672654692,0.09090019960079837,0.07299201596806383,0.09770459081836323,0.04752495009980039,0.11864271457085822,0.1526946107784431,0.2618962075848304,18.087096774193547,9.374193548387096,0.0,11.540668202764977,9.374193548387096
AL,2021,4,0.048951298701298655,0.8656785714285719,0.0853733766233766,0.08123636363636365,0.08081168831168829,0.030064935064935062,0.12327922077922075,0.13058441558441558,0.2289610389610389,28.996666666666666,18.313333333333336,0.0,10.909569892473119,8.93913978494624
AL,2021,5,0.05017727272727274,0.8523772727272722,0.0974409090909091,0.07808227272727268,0.09490909090909093,0.03795454545454546,0.13104545454545455,0.12259090909090906,0.24054545454545456,34.512903225806454,27.025806451612898,0.0,5.516236559139788,8.712473118279561
AL,2021,6,0.07279012345679013,0.8607407407407406,0.06643827160493826,0.01897160493827161,0.08765432098765433,0.02641975308641975,0.1267901234567901,0.12450617283950614,0.2269753086419753,37.763333333333335,30.85333333333332,0.0,3.2504301075268813,3.8275268817204235
AL,2021,7,0.06483098591549295,0.8474169014084502,0.08775211267605636,0.041218591549295774,0.08687323943661973,0.028535211267605637,0.10152112676056334,0.18898591549295768,0.2389577464788733,41.209677419354854,33.54516129032257,0.0,3.4463440860215186,2.691827956989247
AL,2021,8,0.0730063897763579,0.8414233226837065,0.08557667731629395,0.0357138977635783,0.11012779552715653,0.04837060702875397,0.1135623003194888,0.1794888178913738,0.2284504792332268,46.625806451612924,35.83548387096776,0.0,5.41612903225807,2.2903225806451886
AL,2021,9,0.090386524822695,0.8068049645390074,0.10279787234042558,0.04792304964539006,0.11840425531914894,0.0399290780141844,0.11801418439716307,0.1523404255319149,0.269468085106383,51.46333333333333,40.65333333333332,0.0,4.837526881720407,4.817849462365565
AL,2021,10,0.061955223880597016,0.8492089552238804,0.08884701492537314,0.05716902985074624,0.10391791044776114,0.03921641791044777,0.11630597014925365,0.15488805970149253,0.2603358208955223,53.58387096774194,43.83225806451613,2.9612903225806457,2.120537634408606,3.1789247311828106
AL,2021,11,0.07153370786516855,0.8409044943820222,0.08758426966292132,0.04415561797752808,0.10544943820224717,0.027134831460674164,0.12938202247191008,0.1687640449438202,0.2597752808988764,55.49666666666666,45.49333333333333,14.536666666666665,1.9127956989247252,1.6610752688172
AL,2021,12,0.09553441295546557,0.8154574898785419,0.0889757085020243,-0.02884331983805669,0.09117408906882593,0.06497975708502023,0.11740890688259105,0.1653036437246963,0.2773279352226721,57.703225806451606,47.01935483870968,23.558064516129036,2.206559139784943,1.5260215053763488
AL,2022,1,0.08499999999999998,0.8169151515151514,0.09811515151515147,-0.00666848484848485,0.10993939393939392,0.036666666666666674,0.10696969696969694,0.19072727272727266,0.3011515151515151,59.893548387096786,48.548387096774185,30.44516129032259,2.19032258064518,1.529032258064504
AL,2022,2,0.04267142857142857,0.9255857142857142,0.031714285714285716,-0.06307142857142857,0.079,0.04942857142857143,0.035142857142857135,0.1347142857142857,0.15899999999999995,61.596428571428596,49.889285714285705,33.73571428571428,1.7028801843318107,1.3408986175115203
AL,2022,3,0.07852727272727272,0.8518000000000001,0.06963636363636362,-0.058474545454545473,0.045636363636363635,0.09309090909090913,0.13945454545454544,0.12145454545454548,0.2550909090909091,62.10967741935484,50.487096774193546,34.638709677419364,0.513248847926242,0.5978110599078406
AL,2022,4,0.10432352941176473,0.8686470588235293,0.027,-0.12956764705882354,0.005,0.014705882352941175,0.13441176470588234,0.18588235294117647,0.2776470588235294,62.51000000000002,50.89666666666666,35.31000000000001,0.4003225806451809,0.40956989247311526
AL,2022,5,0.05957894736842104,0.8825,0.057921052631578936,-0.023007894736842092,0.125,0.024210526315789474,0.12578947368421053,0.16736842105263158,0.2673684210526316,62.8548387096774,51.24838709677419,35.85161290322579,0.34483870967738284,0.35172043010752674
AL,2022,6,0.06566666666666666,0.8501428571428574,0.08414285714285714,0.059645238095238126,0.023809523809523808,0.0980952380952381,0.09833333333333333,0.15023809523809525,0.3433333333333333,63.09444444444446,51.48333333333333,36.2888888888889,0.2396057347670606,0.23494623655913927
AL,2022,7,0.08083018867924527,0.8108679245283021,0.10832075471698116,0.10346603773584907,0.10528301886792454,0.014716981132075473,0.16150943396226414,0.1841509433962264,0.2315094339622641,63.45,51.74999999999999,37.2,0.3555555555555401,0.2666666666666657
AL,2022,8,0.07661224489795919,0.8273061224489793,0.09608163265306124,0.015489795918367343,0.1179591836734694,0.014285714285714284,0.12612244897959185,0.14204081632653062,0.3140816326530612,63.81999999999999,52.06,37.76,0.36999999999999034,0.3100000000000094
AL,2022,9,0.08650000000000001,0.8559615384615383,0.05753846153846155,-0.0784846153846154,0.09730769230769233,0.0,0.0953846153846154,0.25076923076923074,0.32538461538461544,64.05,52.25,37.975,0.23000000000000398,0.18999999999999773
